email_id,rfq_id,vendor_id,direction,timestamp,from_email,to_email,subject,email_type,body_snippet,bid_amount_usd,delivery_days
EML-01114,RFQ-0058,V012,inbound,2024-06-22 11:00:00,alex@indracopperwor.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0058 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01115,RFQ-0058,V012,inbound,2024-07-03 16:00:00,alex@indracopperwor.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0058 – Indra Copper Works,bid,"Please find our quotation. Unit price USD 255.08. Total USD 45,149.16. Lead time 48 days.",45149.16,48.0
EML-01116,RFQ-0058,V015,outbound,2024-06-19 09:15:00,procurement@meridian-industrial.com,shannon@nordicsteelas.com,Request for Quotation – RFQ-0058 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0058. Bid deadline: 2024-07-03.,,
EML-01117,RFQ-0058,V015,inbound,2024-06-22 09:00:00,shannon@nordicsteelas.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0058,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01118,RFQ-0058,V015,inbound,2024-07-03 15:00:00,shannon@nordicsteelas.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0058 – Nordic Steel AS,bid,"Please find our quotation. Unit price USD 257.18. Total USD 45,520.86. Lead time 12 days.",45520.86,12.0
EML-01119,RFQ-0058,V023,outbound,2024-06-19 09:15:00,procurement@meridian-industrial.com,rebecca@saharaindustri.com,Request for Quotation – RFQ-0058 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0058. Bid deadline: 2024-07-03.,,
EML-01120,RFQ-0058,V023,inbound,2024-06-22 10:00:00,rebecca@saharaindustri.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0058,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01121,RFQ-0058,V023,inbound,2024-06-23 11:00:00,rebecca@saharaindustri.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0058 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01122,RFQ-0058,V023,inbound,2024-06-24 11:00:00,rebecca@saharaindustri.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0058 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01123,RFQ-0058,V023,inbound,2024-07-03 15:00:00,rebecca@saharaindustri.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0058 – Sahara Industrial FZE,bid,"Please find our quotation. Unit price USD 302.46. Total USD 53,535.42. Lead time 29 days.",53535.42,29.0
EML-01124,RFQ-0058,V005,outbound,2024-06-19 09:15:00,procurement@meridian-industrial.com,henry@cerronegrometa.com,Request for Quotation – RFQ-0058 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0058. Bid deadline: 2024-07-03.,,
EML-01125,RFQ-0058,V005,inbound,2024-06-22 08:00:00,henry@cerronegrometa.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0058,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01126,RFQ-0058,V005,inbound,2024-06-30 10:00:00,henry@cerronegrometa.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0058 – Cerro Negro Metals SA,bid,"Please find our quotation. Unit price USD 225.66. Total USD 39,941.82. Lead time 35 days.",39941.82,35.0
EML-01127,RFQ-0058,V003,outbound,2024-06-19 09:15:00,procurement@meridian-industrial.com,gabrielle@patelalloyspvt.com,Request for Quotation – RFQ-0058 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0058. Bid deadline: 2024-07-03.,,
EML-01128,RFQ-0058,V003,inbound,2024-06-21 17:00:00,gabrielle@patelalloyspvt.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0058,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01129,RFQ-0058,V003,inbound,2024-07-03 15:00:00,gabrielle@patelalloyspvt.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0058 – Patel Alloys Pvt Ltd,bid,"Please find our quotation. Unit price USD 239.07. Total USD 42,315.39. Lead time 39 days.",42315.39,39.0
EML-01130,RFQ-0058,V008,outbound,2024-06-19 09:15:00,procurement@meridian-industrial.com,zachary@deltacomposite.com,Request for Quotation – RFQ-0058 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0058. Bid deadline: 2024-07-03.,,
EML-01131,RFQ-0058,V008,inbound,2024-07-01 09:00:00,zachary@deltacomposite.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0058 – Delta Composites Inc.,bid,"Please find our quotation. Unit price USD 246.18. Total USD 43,573.86. Lead time 51 days.",43573.86,51.0
EML-01132,RFQ-0059,V006,outbound,2024-06-13 09:15:00,procurement@meridian-industrial.com,andrew@brightsparkele.com,Request for Quotation – RFQ-0059 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0059. Bid deadline: 2024-06-27.,,
EML-01133,RFQ-0059,V006,inbound,2024-06-16 09:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0059,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01134,RFQ-0059,V006,inbound,2024-06-17 11:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0059 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01135,RFQ-0059,V006,inbound,2024-06-26 11:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0059 – Bright Spark Electronics Ltd,bid,"Please find our quotation. Unit price USD 793.57. Total USD 50,788.48. Lead time 46 days.",50788.48,46.0
EML-01136,RFQ-0059,V018,outbound,2024-06-13 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumeche.com,Request for Quotation – RFQ-0059 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0059. Bid deadline: 2024-06-27.,,
EML-01137,RFQ-0059,V018,inbound,2024-06-15 15:00:00,jennifer@guangzhoumeche.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0059,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01138,RFQ-0059,V018,inbound,2024-06-24 12:00:00,jennifer@guangzhoumeche.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0059 – Guangzhou Mech & Elec Co.,bid,"Please find our quotation. Unit price USD 889.14. Total USD 56,904.96. Lead time 21 days.",56904.96,21.0
EML-01139,RFQ-0059,V021,outbound,2024-06-13 09:15:00,procurement@meridian-industrial.com,terry@heliosmicrosys.com,Request for Quotation – RFQ-0059 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0059. Bid deadline: 2024-06-27.,,
EML-01140,RFQ-0059,V021,inbound,2024-06-14 12:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0059,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01141,RFQ-0059,V021,inbound,2024-06-15 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0059 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01142,RFQ-0059,V021,inbound,2024-06-16 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0059 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01143,RFQ-0059,V021,inbound,2024-06-17 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0059 — Clarification Required,query,Could you clarify item specification on line 3? Specifically tolerance and surface finish.,,
EML-01144,RFQ-0059,V021,inbound,2024-06-25 17:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0059 – Helios Micro Systems,bid,"Please find our quotation. Unit price USD 839.18. Total USD 53,707.52. Lead time 29 days.",53707.52,29.0
EML-01145,RFQ-0059,V011,outbound,2024-06-13 09:15:00,procurement@meridian-industrial.com,lisa@solarispowerco.com,Request for Quotation – RFQ-0059 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0059. Bid deadline: 2024-06-27.,,
EML-01146,RFQ-0059,V002,outbound,2024-06-13 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectric.com,Request for Quotation – RFQ-0059 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0059. Bid deadline: 2024-06-27.,,
EML-01147,RFQ-0059,V002,inbound,2024-06-15 08:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0059,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01148,RFQ-0059,V002,inbound,2024-06-26 12:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0059 – Tanaka Electrical KK,bid,"Please find our quotation. Unit price USD 824.92. Total USD 52,794.88. Lead time 13 days.",52794.88,13.0
EML-01149,RFQ-0059,V016,outbound,2024-06-13 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0059 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0059. Bid deadline: 2024-06-27.,,
EML-01150,RFQ-0059,V016,inbound,2024-06-17 11:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0059 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01151,RFQ-0059,V016,inbound,2024-06-26 12:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0059 – Precision Arc Systems,bid,"Please find our quotation. Unit price USD 785.74. Total USD 50,287.36. Lead time 50 days.",50287.36,50.0
EML-01152,RFQ-0059,V013,outbound,2024-06-13 09:15:00,procurement@meridian-industrial.com,john@vantagesensors.com,Request for Quotation – RFQ-0059 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0059. Bid deadline: 2024-06-27.,,
EML-01153,RFQ-0059,V013,inbound,2024-06-15 15:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0059,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01154,RFQ-0059,V013,inbound,2024-06-24 14:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0059 – Vantage Sensors GmbH,bid,"Please find our quotation. Unit price USD 850.08. Total USD 54,405.12. Lead time 48 days.",54405.12,48.0
EML-01155,RFQ-0060,V010,outbound,2024-06-22 09:15:00,procurement@meridian-industrial.com,timothy@adriaticfasten.com,Request for Quotation – RFQ-0060 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0060. Bid deadline: 2024-07-05.,,
EML-01156,RFQ-0060,V010,inbound,2024-06-24 09:00:00,timothy@adriaticfasten.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0060,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01157,RFQ-0060,V010,inbound,2024-07-05 12:00:00,timothy@adriaticfasten.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0060 – Adriatic Fastenings d.o.o.,bid,"Please find our quotation. Unit price USD 81.78. Total USD 23,470.86. Lead time 41 days.",23470.86,41.0
EML-01158,RFQ-0060,V017,outbound,2024-06-22 09:15:00,procurement@meridian-industrial.com,amy@türkmakinaaş.com,Request for Quotation – RFQ-0060 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0060. Bid deadline: 2024-07-05.,,
EML-01159,RFQ-0060,V009,outbound,2024-06-22 09:15:00,procurement@meridian-industrial.com,nathan@fischersöhnekg.com,Request for Quotation – RFQ-0060 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0060. Bid deadline: 2024-07-05.,,
EML-01160,RFQ-0060,V009,inbound,2024-06-24 11:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0060,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01161,RFQ-0060,V009,inbound,2024-07-03 12:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0060 – Fischer & Söhne KG,bid,"Please find our quotation. Unit price USD 86.10. Total USD 24,710.70. Lead time 34 days.",24710.7,34.0
EML-01162,RFQ-0060,V022,outbound,2024-06-22 09:15:00,procurement@meridian-industrial.com,stephen@andeanprecisio.com,Request for Quotation – RFQ-0060 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0060. Bid deadline: 2024-07-05.,,
EML-01163,RFQ-0060,V022,inbound,2024-06-23 09:00:00,stephen@andeanprecisio.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0060,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01164,RFQ-0060,V022,inbound,2024-07-05 13:00:00,stephen@andeanprecisio.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0060 – Andean Precision SRL,bid,"Please find our quotation. Unit price USD 84.50. Total USD 24,251.50. Lead time 19 days.",24251.5,19.0
EML-01165,RFQ-0060,V019,outbound,2024-06-22 09:15:00,procurement@meridian-industrial.com,daniel@emeraldislecas.com,Request for Quotation – RFQ-0060 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0060. Bid deadline: 2024-07-05.,,
EML-01166,RFQ-0060,V019,inbound,2024-06-25 13:00:00,daniel@emeraldislecas.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0060,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01167,RFQ-0060,V019,inbound,2024-07-05 12:00:00,daniel@emeraldislecas.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0060 – Emerald Isle Castings Ltd,bid,"Please find our quotation. Unit price USD 94.63. Total USD 27,158.81. Lead time 22 days.",27158.81,22.0
EML-01168,RFQ-0060,V001,outbound,2024-06-22 09:15:00,procurement@meridian-industrial.com,allison@kovacsprecisio.com,Request for Quotation – RFQ-0060 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0060. Bid deadline: 2024-07-05.,,
EML-01169,RFQ-0060,V001,inbound,2024-07-03 12:00:00,allison@kovacsprecisio.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0060 – Kovacs Precision GmbH,bid,"Please find our quotation. Unit price USD 86.10. Total USD 24,710.70. Lead time 45 days.",24710.7,45.0
EML-01170,RFQ-0060,V007,outbound,2024-06-22 09:15:00,procurement@meridian-industrial.com,jessica@nakamuratoolin.com,Request for Quotation – RFQ-0060 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0060. Bid deadline: 2024-07-05.,,
EML-01171,RFQ-0060,V007,inbound,2024-06-23 12:00:00,jessica@nakamuratoolin.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0060,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01172,RFQ-0060,V007,inbound,2024-06-24 11:00:00,jessica@nakamuratoolin.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0060 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01173,RFQ-0060,V007,inbound,2024-07-04 10:00:00,jessica@nakamuratoolin.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0060 – Nakamura Tooling Co.,bid,"Please find our quotation. Unit price USD 96.89. Total USD 27,807.43. Lead time 34 days.",27807.43,34.0
EML-01174,RFQ-0060,V024,outbound,2024-06-22 09:15:00,procurement@meridian-industrial.com,tim@baltictechuab.com,Request for Quotation – RFQ-0060 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0060. Bid deadline: 2024-07-05.,,
EML-01175,RFQ-0060,V024,inbound,2024-06-23 11:00:00,tim@baltictechuab.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0060,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01176,RFQ-0060,V024,inbound,2024-07-03 11:00:00,tim@baltictechuab.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0060 – BalticTech UAB,bid,"Please find our quotation. Unit price USD 89.16. Total USD 25,588.92. Lead time 52 days.",25588.92,52.0
EML-01177,RFQ-0061,V014,outbound,2024-06-20 09:15:00,procurement@meridian-industrial.com,amy@coastalalloysp.com,Request for Quotation – RFQ-0061 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0061. Bid deadline: 2024-07-01.,,
EML-01178,RFQ-0061,V008,outbound,2024-06-20 09:15:00,procurement@meridian-industrial.com,zachary@deltacomposite.com,Request for Quotation – RFQ-0061 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0061. Bid deadline: 2024-07-01.,,
EML-01179,RFQ-0061,V008,inbound,2024-06-28 14:00:00,zachary@deltacomposite.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0061 – Delta Composites Inc.,bid,"Please find our quotation. Unit price USD 15.07. Total USD 2,335.85. Lead time 54 days.",2335.85,54.0
